course_id,course_description,course_author,categories,section_id,section_title,section_description,URL,course_title,course_image
how-to-make-drum-and-bass,"Learn to create pro-quality Drum and Bass tracks from start to finish in this comprehensive production course. Through focused modules on drum programming, sound design, and arrangement, you'll master the essential techniques needed to produce compelling DnB tracks across multiple sub-genres, from atmospheric Liquid to energetic Dancefloor styles. ",Quannum Logic,Genres,how-t_drum_programming,Drum Programming,This course teaches various drum programming techniques essential for creating dynamic and engaging Drum and Bass tracks.,https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-drum-and-bass,How to Make Drum and Bass,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/cbe7fbfaa9ae305e52c7f78d1c5f6b5b.png
how-to-make-drum-and-bass,"Learn to create pro-quality Drum and Bass tracks from start to finish in this comprehensive production course. Through focused modules on drum programming, sound design, and arrangement, you'll master the essential techniques needed to produce compelling DnB tracks across multiple sub-genres, from atmospheric Liquid to energetic Dancefloor styles. ",Quannum Logic,Ableton,how-t_sound_design,Sound Design,"This course covers the fundamentals of Reese bass production in Drum and Bass, including its history, creation with detuned saw waves, processing techniques for punchy low ends, harmonic enhancement, ADSR envelope shaping, bass-drum interplay, and innovative noise-based textures.",https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-drum-and-bass,How to Make Drum and Bass,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/cbe7fbfaa9ae305e52c7f78d1c5f6b5b.png
how-to-make-drum-and-bass,"Learn to create pro-quality Drum and Bass tracks from start to finish in this comprehensive production course. Through focused modules on drum programming, sound design, and arrangement, you'll master the essential techniques needed to produce compelling DnB tracks across multiple sub-genres, from atmospheric Liquid to energetic Dancefloor styles. ",Quannum Logic,,how-t_dnb_styles,DnB Styles,"Learn the key characteristics and production techniques of various Drum and Bass styles, including Liquid, Jump Up, Neurofunk, and Dancefloor, to develop a versatile understanding of the genre.",https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-drum-and-bass,How to Make Drum and Bass,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/cbe7fbfaa9ae305e52c7f78d1c5f6b5b.png
how-to-make-drum-and-bass,"Learn to create pro-quality Drum and Bass tracks from start to finish in this comprehensive production course. Through focused modules on drum programming, sound design, and arrangement, you'll master the essential techniques needed to produce compelling DnB tracks across multiple sub-genres, from atmospheric Liquid to energetic Dancefloor styles. ",Quannum Logic,,how-t_arrangement_and_mixing,Arrangement and Mixing,Learn the fundamentals of mixing and arrangement specific to DnB.,https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-drum-and-bass,How to Make Drum and Bass,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/cbe7fbfaa9ae305e52c7f78d1c5f6b5b.png
how-to-make-drum-and-bass,"Learn to create pro-quality Drum and Bass tracks from start to finish in this comprehensive production course. Through focused modules on drum programming, sound design, and arrangement, you'll master the essential techniques needed to produce compelling DnB tracks across multiple sub-genres, from atmospheric Liquid to energetic Dancefloor styles. ",Quannum Logic,,how-t_submit_your_project,Final Project,Create your own DnB track to get feedback.,https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-drum-and-bass,How to Make Drum and Bass,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/cbe7fbfaa9ae305e52c7f78d1c5f6b5b.png
how-to-make-drum-and-bass,"Learn to create pro-quality Drum and Bass tracks from start to finish in this comprehensive production course. Through focused modules on drum programming, sound design, and arrangement, you'll master the essential techniques needed to produce compelling DnB tracks across multiple sub-genres, from atmospheric Liquid to energetic Dancefloor styles. ",Quannum Logic,,how-t_additional_resources,Additional Resources,Additional resources on the origins and evolution of Drum and Bass.,https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-drum-and-bass,How to Make Drum and Bass,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/cbe7fbfaa9ae305e52c7f78d1c5f6b5b.png
intro-to-vocal-mixing,"Learn the essential techniques for professional vocal mixing in this focused course covering the key tools and processes used in modern music production. Through hands-on lessons in compression, EQ, time-based effects, and pitch correction, you'll develop the skills to create clean, balanced, and stream-ready vocal tracks.",Max Pote,English,vocal_introduction__6761ce6ac7db9,Introduction,Learn what will be covered in the Vocal Mixing Essentials course.,https://learn.futureproofmusicschool.com/path-player?courseid=intro-to-vocal-mixing,Intro to Vocal Mixing,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/91bd152274622c7e35b14c5e61b83d3e.png
intro-to-vocal-mixing,"Learn the essential techniques for professional vocal mixing in this focused course covering the key tools and processes used in modern music production. Through hands-on lessons in compression, EQ, time-based effects, and pitch correction, you'll develop the skills to create clean, balanced, and stream-ready vocal tracks.",Max Pote,Vocal Production,vocal_vocal_compression__6761ce6ad9d79,Vocal Compression & EQing,"Learn about the basics of vocal compression, and how to EQ your vocal correctly.",https://learn.futureproofmusicschool.com/path-player?courseid=intro-to-vocal-mixing,Intro to Vocal Mixing,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/91bd152274622c7e35b14c5e61b83d3e.png
intro-to-vocal-mixing,"Learn the essential techniques for professional vocal mixing in this focused course covering the key tools and processes used in modern music production. Through hands-on lessons in compression, EQ, time-based effects, and pitch correction, you'll develop the skills to create clean, balanced, and stream-ready vocal tracks.",Max Pote,Ableton,vocal_vocal_compression__6761ce6b93035,"Time Based Effects, De-Essing, and Auto-Tune","Learn about using time-based effects like reverb and delay to enhance your vocal, as well as de-essing and Auto-tune to properly pitch correct your vocal.",https://learn.futureproofmusicschool.com/path-player?courseid=intro-to-vocal-mixing,Intro to Vocal Mixing,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/91bd152274622c7e35b14c5e61b83d3e.png
intro-to-vocal-mixing,"Learn the essential techniques for professional vocal mixing in this focused course covering the key tools and processes used in modern music production. Through hands-on lessons in compression, EQ, time-based effects, and pitch correction, you'll develop the skills to create clean, balanced, and stream-ready vocal tracks.",Max Pote,Mixing/Engineering,vocal_homework_assignment__6761ce6c1c8e4,Project: Mix A Vocal Track,Create your own vocal chain and process a professional vocal.,https://learn.futureproofmusicschool.com/path-player?courseid=intro-to-vocal-mixing,Intro to Vocal Mixing,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/91bd152274622c7e35b14c5e61b83d3e.png
mixing-fundamentals-2,"This course takes your mixing skills to the next level with advanced techniques in EQ, compression, saturation, and spatial effects. You'll master professional approaches to dynamic EQ, multi-band compression, creative automation, and time-based effects like reverb and delay. ",Quannum Logic,English,mixin_introduction__6761cdeba055d,Introduction,"This advanced mixing course builds on foundational skills to cover techniques such as stereo field management, dynamic and mid-side EQ, advanced compression, saturation, effects, automation, and master bus processing, equipping you with the tools to create polished and dynamic mixes.",https://learn.futureproofmusicschool.com/path-player?courseid=mixing-fundamentals-2,Mixing 2,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/fcf7a4d555743bd3f1035ef5755affef.png
mixing-fundamentals-2,"This course takes your mixing skills to the next level with advanced techniques in EQ, compression, saturation, and spatial effects. You'll master professional approaches to dynamic EQ, multi-band compression, creative automation, and time-based effects like reverb and delay. ",Quannum Logic,Mixing/Engineering,mixin_topic_1__6761cdebb2786,Advanced EQing,"Explore various EQ types, including analog, minimum phase, and linear phase EQs, along with their stereo modes and applications. Learn to categorize EQs into transparent, color, and problem-solving types, providing a structured approach for selecting the appropriate EQ based on specific audio tasks.",https://learn.futureproofmusicschool.com/path-player?courseid=mixing-fundamentals-2,Mixing 2,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/fcf7a4d555743bd3f1035ef5755affef.png
mixing-fundamentals-2,"This course takes your mixing skills to the next level with advanced techniques in EQ, compression, saturation, and spatial effects. You'll master professional approaches to dynamic EQ, multi-band compression, creative automation, and time-based effects like reverb and delay. ",Quannum Logic,Ableton,mixin_topic_1__6761cdeca1558,Advanced Compression,"The unit covers mid-side EQ and dynamic EQ techniques in audio mixing. These techniques offer powerful tools for addressing audio clarity, controlling harshness, and achieving a more balanced mix through practical applications and demonstrations.",https://learn.futureproofmusicschool.com/path-player?courseid=mixing-fundamentals-2,Mixing 2,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/fcf7a4d555743bd3f1035ef5755affef.png
mixing-fundamentals-2,"This course takes your mixing skills to the next level with advanced techniques in EQ, compression, saturation, and spatial effects. You'll master professional approaches to dynamic EQ, multi-band compression, creative automation, and time-based effects like reverb and delay. ",Quannum Logic,,mixin_topic_1__6761cded8bab1,Saturation,"This unit explores how saturation enhances warmth, fullness, and presence by adding harmonics, shaping dynamics, and increasing perceived loudness—all while preserving headroom. Learn practical techniques to apply subtle saturation to individual elements, buses, and the full mix, creating a polished, cohesive, and professional sound.",https://learn.futureproofmusicschool.com/path-player?courseid=mixing-fundamentals-2,Mixing 2,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/fcf7a4d555743bd3f1035ef5755affef.png
mixing-fundamentals-2,"This course takes your mixing skills to the next level with advanced techniques in EQ, compression, saturation, and spatial effects. You'll master professional approaches to dynamic EQ, multi-band compression, creative automation, and time-based effects like reverb and delay. ",Quannum Logic,,mixin_topic_1__6761cdee02bb2,Time Based Effects,"Reverb and delay are essential tools for adding depth, cohesion, and character to a mix. These effects can glue sounds together, fill gaps, and create a sense of space while also serving as powerful creative tools to enhance the vibe and storytelling of a song. Techniques such as EQ shaping, automation, and advanced plugins can help control mud, craft unique textures, and transform lifeless sounds into dynamic, rhythmic elements.",https://learn.futureproofmusicschool.com/path-player?courseid=mixing-fundamentals-2,Mixing 2,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/fcf7a4d555743bd3f1035ef5755affef.png
mixing-fundamentals-2,"This course takes your mixing skills to the next level with advanced techniques in EQ, compression, saturation, and spatial effects. You'll master professional approaches to dynamic EQ, multi-band compression, creative automation, and time-based effects like reverb and delay. ",Quannum Logic,,mixin_topic_1__6761cdeee65ce,Automation,"Automation in mixing is a powerful tool to create dynamic, engaging, and professional-sounding tracks. By automating parameters such as reverb throws, EQ bands, stereo width, gain, and look-ahead settings, you can add tension, release, and movement to transitions and sections. These techniques not only enhance listener interest but also solve mix problems without relying on additional plugins or channels.",https://learn.futureproofmusicschool.com/path-player?courseid=mixing-fundamentals-2,Mixing 2,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/fcf7a4d555743bd3f1035ef5755affef.png
mixing-fundamentals-2,"This course takes your mixing skills to the next level with advanced techniques in EQ, compression, saturation, and spatial effects. You'll master professional approaches to dynamic EQ, multi-band compression, creative automation, and time-based effects like reverb and delay. ",Quannum Logic,,mixin_assignment__6761cdef6ede3,Project,,https://learn.futureproofmusicschool.com/path-player?courseid=mixing-fundamentals-2,Mixing 2,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/fcf7a4d555743bd3f1035ef5755affef.png
mixing-fundamentals,"A foundational course that introduces you to the essential skills needed to start mixing your own music with confidence. Through hands-on modules covering monitoring, psychoacoustics, metering, and EQ/compression, you'll learn the technical and creative aspects of mixing that professional engineers use every day. You'll also develop critical listening skills through practical ear training exercises via our partnership with SoundGym.",Max Pote,Ableton,vocal_introduction__6761cd8ab5e49,Introduction,"This course provides a comprehensive introduction to mixing, covering listening environments, psychoacoustics, technical ear training, and practical exercises to develop the skills needed for making intentional and effective mixing decisions.",https://learn.futureproofmusicschool.com/path-player?courseid=mixing-fundamentals,Mixing 1,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/57def90e54c70877eb97e076761c37c6.png
mixing-fundamentals,"A foundational course that introduces you to the essential skills needed to start mixing your own music with confidence. Through hands-on modules covering monitoring, psychoacoustics, metering, and EQ/compression, you'll learn the technical and creative aspects of mixing that professional engineers use every day. You'll also develop critical listening skills through practical ear training exercises via our partnership with SoundGym.",Max Pote,English,vocal_vocal_compression__6761cd8ac7709,Sound Basics and Monitoring,This Unit explores the differences between mixing with headphones and monitors.,https://learn.futureproofmusicschool.com/path-player?courseid=mixing-fundamentals,Mixing 1,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/57def90e54c70877eb97e076761c37c6.png
mixing-fundamentals,"A foundational course that introduces you to the essential skills needed to start mixing your own music with confidence. Through hands-on modules covering monitoring, psychoacoustics, metering, and EQ/compression, you'll learn the technical and creative aspects of mixing that professional engineers use every day. You'll also develop critical listening skills through practical ear training exercises via our partnership with SoundGym.",Max Pote,Mixing/Engineering,vocal_vocal_compression__6761cd8b622c4,Metering and Mono vs. Stereo,This course covers the fundamentals of volume types and the differences between mono and stereo to enhance your understanding of sound mixing and design.,https://learn.futureproofmusicschool.com/path-player?courseid=mixing-fundamentals,Mixing 1,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/57def90e54c70877eb97e076761c37c6.png
mixing-fundamentals,"A foundational course that introduces you to the essential skills needed to start mixing your own music with confidence. Through hands-on modules covering monitoring, psychoacoustics, metering, and EQ/compression, you'll learn the technical and creative aspects of mixing that professional engineers use every day. You'll also develop critical listening skills through practical ear training exercises via our partnership with SoundGym.",Max Pote,,vocal_vocal_compression__6761cd8c01c3b,EQing and Compression,"This course section focuses on ear training for frequency recognition and compression, featuring interactive lessons and quizzes to sharpen your audio skills.",https://learn.futureproofmusicschool.com/path-player?courseid=mixing-fundamentals,Mixing 1,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/57def90e54c70877eb97e076761c37c6.png
mixing-fundamentals,"A foundational course that introduces you to the essential skills needed to start mixing your own music with confidence. Through hands-on modules covering monitoring, psychoacoustics, metering, and EQ/compression, you'll learn the technical and creative aspects of mixing that professional engineers use every day. You'll also develop critical listening skills through practical ear training exercises via our partnership with SoundGym.",Max Pote,,vocal_homework_assignment__6761cd8c7a2f2,Ear Training Practice with SoundGym,,https://learn.futureproofmusicschool.com/path-player?courseid=mixing-fundamentals,Mixing 1,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/57def90e54c70877eb97e076761c37c6.png
how-to-make-festival-trap,"This course teaches you the essential techniques for creating festival trap music in the style of popular artists like ISOXO, Knock2, and NGHTMRE. Through a series of focused modules, you'll learn the fundamentals of crafting high-energy intros, building tension, designing lead sounds, and programming drums that define the festival trap genre. ",Runnit,English,how-t_introduction,Introduction,"Learn how to create high-energy tracks in the ISOxo style by mastering intros, buildups, drops, drum layering, and track structure to captivate listeners and deliver a powerful, cohesive sound.",https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-festival-trap,How to Make Festival Trap,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/a9c3ef2c31e28cfb48e1d0e13df932eb.png
how-to-make-festival-trap,"This course teaches you the essential techniques for creating festival trap music in the style of popular artists like ISOXO, Knock2, and NGHTMRE. Through a series of focused modules, you'll learn the fundamentals of crafting high-energy intros, building tension, designing lead sounds, and programming drums that define the festival trap genre. ",Runnit,FL Studio,how-t_crafting_your_intro,Crafting the Intro,Learn about the process of creating an engaging introduction for your track.,https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-festival-trap,How to Make Festival Trap,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/a9c3ef2c31e28cfb48e1d0e13df932eb.png
how-to-make-festival-trap,"This course teaches you the essential techniques for creating festival trap music in the style of popular artists like ISOXO, Knock2, and NGHTMRE. Through a series of focused modules, you'll learn the fundamentals of crafting high-energy intros, building tension, designing lead sounds, and programming drums that define the festival trap genre. ",Runnit,Genres,how-t_making_your_buildup,Building Tension,Learn the techniques for creating a compelling build section in music production.,https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-festival-trap,How to Make Festival Trap,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/a9c3ef2c31e28cfb48e1d0e13df932eb.png
how-to-make-festival-trap,"This course teaches you the essential techniques for creating festival trap music in the style of popular artists like ISOXO, Knock2, and NGHTMRE. Through a series of focused modules, you'll learn the fundamentals of crafting high-energy intros, building tension, designing lead sounds, and programming drums that define the festival trap genre. ",Runnit,,how-t_drop_drums_and_layering,Drop Drums and Layering,Learn the techniques for crafting effective drum parts in a drop.,https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-festival-trap,How to Make Festival Trap,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/a9c3ef2c31e28cfb48e1d0e13df932eb.png
how-to-make-festival-trap,"This course teaches you the essential techniques for creating festival trap music in the style of popular artists like ISOXO, Knock2, and NGHTMRE. Through a series of focused modules, you'll learn the fundamentals of crafting high-energy intros, building tension, designing lead sounds, and programming drums that define the festival trap genre. ",Runnit,,how-t_lead_sound_design,Lead Sound Design,"Learn the techniques for creating impactful drops in Festival Trap music, focusing on sound selection, pitch adjustment, and layering to achieve a dynamic mix.

",https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-festival-trap,How to Make Festival Trap,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/a9c3ef2c31e28cfb48e1d0e13df932eb.png
how-to-make-festival-trap,"This course teaches you the essential techniques for creating festival trap music in the style of popular artists like ISOXO, Knock2, and NGHTMRE. Through a series of focused modules, you'll learn the fundamentals of crafting high-energy intros, building tension, designing lead sounds, and programming drums that define the festival trap genre. ",Runnit,,how-t_call_and_response_arrangement,Call and Response,Discover the process of creating and mixing new synth sounds.,https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-festival-trap,How to Make Festival Trap,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/a9c3ef2c31e28cfb48e1d0e13df932eb.png
how-to-make-festival-trap,"This course teaches you the essential techniques for creating festival trap music in the style of popular artists like ISOXO, Knock2, and NGHTMRE. Through a series of focused modules, you'll learn the fundamentals of crafting high-energy intros, building tension, designing lead sounds, and programming drums that define the festival trap genre. ",Runnit,,how-t_final_touches_and_mixdown,Final Touches and Mixdown,Learn essential mixing techniques to finalize your track.,https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-festival-trap,How to Make Festival Trap,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/a9c3ef2c31e28cfb48e1d0e13df932eb.png
how-to-make-festival-trap,"This course teaches you the essential techniques for creating festival trap music in the style of popular artists like ISOXO, Knock2, and NGHTMRE. Through a series of focused modules, you'll learn the fundamentals of crafting high-energy intros, building tension, designing lead sounds, and programming drums that define the festival trap genre. ",Runnit,,how-t_assignment_make_your_own_track,Project: Make a Track,Create a new song using the skills you've learned in this course and submit your project.,https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-festival-trap,How to Make Festival Trap,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/a9c3ef2c31e28cfb48e1d0e13df932eb.png
creative-strategies-2,"This course continues the exploration of creative methodologies through a new set of visionary thinkers and artists. Through the lens of Brian Eno, Holly Herndon, Leonardo da Vinci, and Duncan Laurie, students will discover unique approaches to artistic innovation and creative development. ",Steve Nalepa,English,creat_introduction__6761c5c138164,Introduction,This course is a collection of creative strategies pulled from a selection of pioneering artists and scientists. ,https://learn.futureproofmusicschool.com/path-player?courseid=creative-strategies-2,Creative Strategies 2,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/725f9b1196daba8343ccdcdb0f8b1d5b.png
creative-strategies-2,"This course continues the exploration of creative methodologies through a new set of visionary thinkers and artists. Through the lens of Brian Eno, Holly Herndon, Leonardo da Vinci, and Duncan Laurie, students will discover unique approaches to artistic innovation and creative development. ",Steve Nalepa,Creativity,creat_brian_eno__6761c5c142b66,Brian Eno,"Brian Eno is an English musician, songwriter, record producer and visual artist. He is best known for his pioneering contributions to ambient and electronic music, and for producing, recording, and writing works in rock and pop music. A self-described ""non-musician"", Eno has helped introduce unconventional concepts and approaches to contemporary music. He is regarded as one of popular music's most influential and innovative figures, inducted into the Rock and Roll Hall of Fame in 2019 as a member of Roxy Music. A few years ago he gave an interview and shared some excellent ideas about why Randomness plays an important role in his work. This feels especially relevant in terms of how to approach utilizing all these excellent new AI tools in your creative workflow.  ",https://learn.futureproofmusicschool.com/path-player?courseid=creative-strategies-2,Creative Strategies 2,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/725f9b1196daba8343ccdcdb0f8b1d5b.png
creative-strategies-2,"This course continues the exploration of creative methodologies through a new set of visionary thinkers and artists. Through the lens of Brian Eno, Holly Herndon, Leonardo da Vinci, and Duncan Laurie, students will discover unique approaches to artistic innovation and creative development. ",Steve Nalepa,,creat_holly_herndon__6761c5c14c083,Holly Herndon,"Holly Herndon is an American artist and composer based in Berlin, Germany. Herndon's music often includes human singing voices (including her own), is primarily computer-based, and regularly uses the visual programming language Max/MSP to create custom instruments and vocal processes. Her long-standing collaborator is Mathew Dryhurst. Herndon and Dryhurst are notable for their work exploring the possibilities of creating content using technologies such as AI, Web 3.0, and blockchain. Herndon and Dryhurst host a podcast called Interdependence, where they discuss technology and the arts with guests who are working at the forefront of integrating arts and technology in their work. Here are some insights derived from her work and philosophy",https://learn.futureproofmusicschool.com/path-player?courseid=creative-strategies-2,Creative Strategies 2,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/725f9b1196daba8343ccdcdb0f8b1d5b.png
creative-strategies-2,"This course continues the exploration of creative methodologies through a new set of visionary thinkers and artists. Through the lens of Brian Eno, Holly Herndon, Leonardo da Vinci, and Duncan Laurie, students will discover unique approaches to artistic innovation and creative development. ",Steve Nalepa,,creat_leonardo_da_vinci__6761c5c154e8b,Leonardo da Vinci,"Leonardo da Vinci was a polymath of the High Renaissance era, renowned for his iconic paintings such as the Mona Lisa and The Last Supper. He was also a brilliant engineer, scientist, theorist, sculptor, and architect. Da Vinci's diverse talents and intellectual curiosity earned him the title of a ""Renaissance man.""

He made significant contributions to various fields, including art, engineering, anatomy, and natural science. His notebooks are filled with groundbreaking ideas and observations. Da Vinci's engineering designs and scientific ideas were often ahead of his time, including plans for flying machines, artificial wings, and submarines inspired by biomimicry. His curiosity and innovative thinking made him a true pioneer in many fields.

Here are some takeaways from his approach to life",https://learn.futureproofmusicschool.com/path-player?courseid=creative-strategies-2,Creative Strategies 2,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/725f9b1196daba8343ccdcdb0f8b1d5b.png
creative-strategies-2,"This course continues the exploration of creative methodologies through a new set of visionary thinkers and artists. Through the lens of Brian Eno, Holly Herndon, Leonardo da Vinci, and Duncan Laurie, students will discover unique approaches to artistic innovation and creative development. ",Steve Nalepa,,creat_duncan_laurie__6761c5c15d2ea,Duncan Laurie,"Duncan Laurie is an accomplished sculptor, inventor, architectural glass designer, and lifelong student of radionics, exploring the use of consciousness technology to further artistic ends. The history of radionics is the story of how various inventors designed devices that employed directed intent to affect the real world. Here are some creative strategies that can be understood from Duncan's lifelong creative work and research.",https://learn.futureproofmusicschool.com/path-player?courseid=creative-strategies-2,Creative Strategies 2,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/725f9b1196daba8343ccdcdb0f8b1d5b.png
creative-strategies-2,"This course continues the exploration of creative methodologies through a new set of visionary thinkers and artists. Through the lens of Brian Eno, Holly Herndon, Leonardo da Vinci, and Duncan Laurie, students will discover unique approaches to artistic innovation and creative development. ",Steve Nalepa,,creat_summary__6761c5c165671,Project: Share Your Favorite Inspirational Quote,Wrapping it up.,https://learn.futureproofmusicschool.com/path-player?courseid=creative-strategies-2,Creative Strategies 2,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/725f9b1196daba8343ccdcdb0f8b1d5b.png
mixing-fundamentals-3,"This course completes your mixing journey by focusing on advanced bus processing techniques and professional workflow strategies. You'll learn essential skills for mix bus processing, sidechain techniques, and how to effectively handle groups of instruments like drums, bass, and synths. This final installment ties together all the fundamental concepts while introducing advanced techniques used in professional studios.",Quannum Logic,Mixing/Engineering,mixin_introduction,Introduction,"This course emphasizes creating clean, balanced mixes by addressing issues at the track level, prioritizing frequency management over loudness, using reference tracks for comparison, and developing critical listening skills through ear training.",https://learn.futureproofmusicschool.com/path-player?courseid=mixing-fundamentals-3,Mixing 3,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/b99d77746cacd93a4ffc92c58a048420.png
mixing-fundamentals-3,"This course completes your mixing journey by focusing on advanced bus processing techniques and professional workflow strategies. You'll learn essential skills for mix bus processing, sidechain techniques, and how to effectively handle groups of instruments like drums, bass, and synths. This final installment ties together all the fundamental concepts while introducing advanced techniques used in professional studios.",Quannum Logic,English,mixin_unit_1,Advanced Mixing Techniques,"Focus on honing your mixing skills by diving into advanced techniques required for achieving professional-level mixes. The lessons emphasize the importance of clean low-end management, sidechain compression, waveform analysis, and strategic processing of individual mix elements to create a cohesive and polished sound.",https://learn.futureproofmusicschool.com/path-player?courseid=mixing-fundamentals-3,Mixing 3,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/b99d77746cacd93a4ffc92c58a048420.png
mixing-fundamentals-3,"This course completes your mixing journey by focusing on advanced bus processing techniques and professional workflow strategies. You'll learn essential skills for mix bus processing, sidechain techniques, and how to effectively handle groups of instruments like drums, bass, and synths. This final installment ties together all the fundamental concepts while introducing advanced techniques used in professional studios.",Quannum Logic,Ableton,mixin_unit_2,Mix Bus,"Dive into essential mix bus techniques to elevate your music production. The mix bus is the final stage where all tracks, groups, and buses come together before mastering. This unit focuses on approaches to achieve a cohesive, punchy, and professional sound.",https://learn.futureproofmusicschool.com/path-player?courseid=mixing-fundamentals-3,Mixing 3,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/b99d77746cacd93a4ffc92c58a048420.png
how-to-make-phonk,"This focused course takes you through the essential elements of Phonk music production, breaking down the genre's signature components into practical, hands-on modules. You'll learn crucial techniques including drum programming, 808 sound design, vocal sampling, and cowbell synthesis - the fundamental building blocks that give Phonk its distinctive sound. ",Max Pote,English,vocal_introduction__672fe7823a046,Introduction,Learn about the history of Phonk music.,https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-phonk,How to Make Phonk,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/009a88c254c207ea92530ee18a5f17b8.png
how-to-make-phonk,"This focused course takes you through the essential elements of Phonk music production, breaking down the genre's signature components into practical, hands-on modules. You'll learn crucial techniques including drum programming, 808 sound design, vocal sampling, and cowbell synthesis - the fundamental building blocks that give Phonk its distinctive sound. ",Max Pote,Genres,vocal_vocal_compression__672fe782573a7,Drum Selection & Programming,"Learn about specific drum selection for Phonk, as well as how to design your own 808 from scratch using Serum.",https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-phonk,How to Make Phonk,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/009a88c254c207ea92530ee18a5f17b8.png
how-to-make-phonk,"This focused course takes you through the essential elements of Phonk music production, breaking down the genre's signature components into practical, hands-on modules. You'll learn crucial techniques including drum programming, 808 sound design, vocal sampling, and cowbell synthesis - the fundamental building blocks that give Phonk its distinctive sound. ",Max Pote,Ableton,vocal_vocal_compression__672fe782bb2bd,Vocal Sampling,"Learn how to record, process, edit, and mix your own vocal samples for your Phonk track. ",https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-phonk,How to Make Phonk,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/009a88c254c207ea92530ee18a5f17b8.png
how-to-make-phonk,"This focused course takes you through the essential elements of Phonk music production, breaking down the genre's signature components into practical, hands-on modules. You'll learn crucial techniques including drum programming, 808 sound design, vocal sampling, and cowbell synthesis - the fundamental building blocks that give Phonk its distinctive sound. ",Max Pote,,vocal_vocal_compression__672fe78323405,Synth Selection & Cowbell,"Learn about the Cowbell synth sound that is so important to your Phonk track. Either choose a sample or make your own from scratch, then write your melody.",https://learn.futureproofmusicschool.com/path-player?courseid=how-to-make-phonk,How to Make Phonk,https://lwfiles.mycourse.app/665654f31f5cf76488be6bbc-public/009a88c254c207ea92530ee18a5f17b8.png
